,NMFS.Tracking.Number,Common.Name,Population.Name,Species Determination,Critical Habitat Determination,NEW Jeopardy,NEW Critical Habitat,,,,
29512,NWR-2004-164,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29517,NWR-2004-1649,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29519,NWR-2004-165,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29531,NWR-2004-1665,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29532,NWR-2004-1665,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29540,NWR-2004-167,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29542,NWR-2004-167,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29543,NWR-2004-1671,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29544,NWR-2004-1671,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29554,NWR-2004-1695,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29586,NWR-2004-1714,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29695,NWR-2004-1740,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29696,NWR-2004-1740,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29697,NWR-2004-1740,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29698,NWR-2004-1740,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29700,NWR-2004-1740,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29701,NWR-2004-1740,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29702,NWR-2004-1740,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29703,NWR-2004-1740,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29704,NWR-2004-1740,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29705,NWR-2004-1740,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29706,NWR-2004-1740,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29707,NWR-2004-1740,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29708,NWR-2004-1740,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29712,NWR-2004-1742,"Salmon, Chinook",Mid-Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29717,NWR-2004-1747,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29718,NWR-2004-1747,"Sea lion, Steller",Eastern US DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29735,NWR-2004-1753,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29736,NWR-2004-1754,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29749,NWR-2004-1763,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29751,NWR-2004-1763,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29762,NWR-2004-1774,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29764,NWR-2004-178,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29792,NWR-2004-1793,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29794,NWR-2004-1794,"Salmon, chum",Puget Sound/Strait of Georgia ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29795,NWR-2004-1794,"Salmon, chum",Hood Canal summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29809,NWR-2004-1802,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29810,NWR-2004-1802,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29851,NWR-2004-1812,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29852,NWR-2004-1812,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29853,NWR-2004-1812,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29870,NWR-2004-1826,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29883,NWR-2004-1831,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29884,NWR-2004-1831,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29885,NWR-2004-1831,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29886,NWR-2004-1835,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29887,NWR-2004-1835,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29888,NWR-2004-1835,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29912,NWR-2004-186,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29913,NWR-2004-186,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29914,NWR-2004-186,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29916,NWR-2004-1860,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29917,NWR-2004-1860,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29919,NWR-2004-1860,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29920,NWR-2004-1860,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29921,NWR-2004-1860,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29922,NWR-2004-1860,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29923,NWR-2004-1860,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29924,NWR-2004-1860,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29925,NWR-2004-1860,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29926,NWR-2004-1860,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29927,NWR-2004-1860,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29933,NWR-2004-1869,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29935,NWR-2004-187,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29936,NWR-2004-187,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29937,NWR-2004-187,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29938,NWR-2004-187,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29939,NWR-2004-187,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29940,NWR-2004-187,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29941,NWR-2004-187,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29942,NWR-2004-187,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29943,NWR-2004-187,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29945,NWR-2004-187,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29946,NWR-2004-187,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29947,NWR-2004-187,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29948,NWR-2004-1876,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29949,NWR-2004-1876,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29950,NWR-2004-1876,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29954,NWR-2004-1878,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29955,NWR-2004-1878,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29956,NWR-2004-1878,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29960,NWR-2004-188,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29961,NWR-2004-188,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29965,NWR-2004-1889,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29966,NWR-2004-1889,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29968,NWR-2004-1889,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29969,NWR-2004-1889,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29971,NWR-2004-1890,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29972,NWR-2004-1890,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29979,NWR-2004-1893,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29980,NWR-2004-1893,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29993,NWR-2004-1900,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29994,NWR-2004-1900,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29996,NWR-2004-1900,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29997,NWR-2004-1900,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29998,NWR-2004-1900,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
29999,NWR-2004-1900,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30000,NWR-2004-1900,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30001,NWR-2004-1900,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30002,NWR-2004-1900,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30003,NWR-2004-1900,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30004,NWR-2004-1900,"Salmon, Chinook",Upper Columbia River summer/fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30005,NWR-2004-1900,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30006,NWR-2004-1900,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30007,NWR-2004-1900,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30016,NWR-2004-191,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30066,NWR-2004-193,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30078,NWR-2004-1936,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30079,NWR-2004-1936,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30080,NWR-2004-1936,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30081,NWR-2004-1936,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30082,NWR-2004-1936,"Salmon, chum",Hood Canal summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30083,NWR-2004-1936,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30084,NWR-2004-1936,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30085,NWR-2004-1936,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30086,NWR-2004-1936,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30087,NWR-2004-1936,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30123,NWR-2004-1957,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30132,NWR-2004-1963,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30143,NWR-2004-198,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30181,NWR-2004-1995,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30204,NWR-2004-204,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30206,NWR-2004-204,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30208,NWR-2004-205,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30209,NWR-2004-205,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30210,NWR-2004-205,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30211,NWR-2004-206,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30213,NWR-2004-207,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30217,NWR-2004-209,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30218,NWR-2004-209,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30219,NWR-2004-209,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30220,NWR-2004-209,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30221,NWR-2004-209,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30222,NWR-2004-209,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30223,NWR-2004-209,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30224,NWR-2004-209,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30225,NWR-2004-209,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30226,NWR-2004-209,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30227,NWR-2004-209,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30228,NWR-2004-209,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30229,NWR-2004-209,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30231,NWR-2004-209,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30232,NWR-2004-209,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30233,NWR-2004-21,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
30234,NWR-2004-21,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,,,,,,
