TrackingNumber,Common.Name,Population.Name,NMFSJeopardy,NMFSCriticalHabitat,AdMod,Jeopardy,CH_cons,Spp_cons,BiOp,RPA,WorkType,Comments,Population,ProposedSP,ProposedCH
FPR-2003-430,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,Puget Sound DPS,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,,
FPR-2003-430,Steelhead,South Central California Coast DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Methomyl http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,South Central California Coast DPS,,
FPR-2004-2637,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,No Effect,No Effect
FPR-2004-2637,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,No Effect,No Effect
FPR-2004-2637,"Salmon, coho",Lower Columbia River ESU,,,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,NA,NA
FPR-2004-2637,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2637,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,South Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,South Central California Coast DPS,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,No Effect,No Effect
FPR-2004-2637,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,NA,NA
FPR-2004-2637,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2637,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Carbofuran http://www.nmfs.noaa.gov/pr/pdfs/carbamate.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2639,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2639,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2639,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2639,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,NA,NA
FPR-2004-2639,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2639,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,Steelhead,California Central Valley DPS,,,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2639,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Not Likely to Adversely Affect,Not Likely to Adversely Affect
FPR-2004-2639,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2639,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,NA,NA
FPR-2004-2639,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,Steelhead,South Central California Coast DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,South Central California Coast DPS,No Effect,No Effect
FPR-2004-2639,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
FPR-2004-2639,Steelhead,Upper Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2639,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Dimethoate http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,Likely to Adversely Affect,Likely to Adversely Affect
FPR-2004-2641,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Agriculture - Pesticide,Methidathion http://www.nmfs.noaa.gov/pr/pdfs/final_batch_3_opinion.pdf,,No Effect,No Effect
